日時,スタッフコード,姓 名,所属グループ名,スタッフ種別,総労働時間,プロジェクトコード,プロジェクト名,工数
2024/1/17,12,湘南 湘南,部署2,社員,11:00,AAA-IC-1-0,J業務,0:30
2024/1/17,12,湘南 湘南,部署2,社員,11:00,DDD-1-0,L作業,2:00
2024/1/17,12,湘南 湘南,部署2,社員,11:00,DDD-1-0,L作業,0:30
2024/1/17,12,湘南 湘南,部署2,社員,11:00,DDD-1-0,L作業,1:00
2024/1/17,12,湘南 湘南,部署2,社員,11:00,DDD-2-0,Y業務,0:30
2024/1/17,46,広島 広島,部署2,社員,8:00,DDD-1-0,L作業,0:30
2024/1/17,46,広島 広島,部署2,社員,8:00,DDD-1-0,L作業,2:00
2024/1/17,46,広島 広島,部署2,社員,8:00,DDD-1-0,L作業,5:30
2024/1/17,42,神戸 神戸,部署2,社員,8:00,CCC-CVL-1-1,Y業務,7:45
2024/1/17,42,神戸 神戸,部署2,社員,8:00,DDD-1-0,L作業,0:15
2024/1/17,40,今 今,部署2,社員,0:00,未入力,未入力,0:00
2024/1/17,45,動物 動物,部署2,社員,7:30,AAA-IC-6-0,J業務,7:30
2024/1/17,43,照子 照子,部署1,社員,8:30,AAA-DIDDD-1-0,DDD常駐業務,1:00
2024/1/17,43,照子 照子,部署1,社員,8:30,AAA-DIDDD-1-0,DDD常駐業務,7:30
2024/1/17,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2024/1/17,32,昔 昔,部署2,社員,0:00,未入力,未入力,0:00
2024/1/17,47,浜辺 浜辺,部署1,社員,10:35,AAA-DDDEC-2-0,K事業,3:00
2024/1/17,47,浜辺 浜辺,部署1,社員,10:35,AAA-DDDEC-2-0,K事業,4:00
2024/1/17,47,浜辺 浜辺,部署1,社員,10:35,AAA-DDDEC-2-0,K事業,3:35
2024/1/17,44,王都 王都,部署2,社員,8:30,CCC-DDDRI-1-0,K事業,8:30
2024/1/17,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2024/1/17,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2024/1/17,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,1:00
2024/1/17,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,0:30
2024/1/17,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,0:15
2024/1/17,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,1:00
2024/1/17,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,5:15
2024/1/17,23,生徒 生徒,部署2,社員,8:15,AAA-IC-1-0,J業務,8:15
2024/1/17,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2024/1/17,39,途方 途方,部署2,社員,8:00,CCC-ARM-2-0,K事業,0:30
2024/1/17,39,途方 途方,部署2,社員,8:00,CCC-ARM-2-0,K事業,3:30
2024/1/17,39,途方 途方,部署2,社員,8:00,CCC-ASN-6-0,L作業,0:30
2024/1/17,39,途方 途方,部署2,社員,8:00,CCC-ASN-6-0,L作業,3:30
2024/1/17,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,7:55
2024/1/17,28,扇子 扇子,部署2,社員,8:00,CCC-ASN-2-4,L作業,8:00
2024/1/17,1,伊藤 伊藤,部署2,社員,0:00,未入力,未入力,0:00
2024/1/17,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2024/1/17,24,首都 首都,部署2,社員,11:00,AAA-IC-1-0,J業務,7:30
2024/1/17,24,首都 首都,部署2,社員,11:00,DDD-1-0,L作業,2:00
2024/1/17,24,首都 首都,部署2,社員,11:00,DDD-1-0,L作業,0:30
2024/1/17,24,首都 首都,部署2,社員,11:00,DDD-1-0,L作業,1:00
2024/1/17,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,4:00
2024/1/17,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,4:00
2024/1/17,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-15-0,S常駐業務,8:00
2024/1/17,49,海 海,部署2,社員,8:00,DDD-1-0,L作業,2:00
2024/1/17,49,海 海,部署2,社員,8:00,DDD-1-0,L作業,1:00
2024/1/17,49,海 海,部署2,社員,8:00,CCC-CVL-1-1,Y業務,3:00
2024/1/17,49,海 海,部署2,社員,8:00,DDD-2-0,Y業務,2:00
2024/1/17,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2024/1/17,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:30
2024/1/17,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:00
2024/1/17,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,5:30
2024/1/17,4,尾藤 尾藤,部署1,社員,7:55,AAA-IC-6-0,J業務,7:55
2024/1/17,7,聖来 聖来,部署1,社員,8:00,AAA-BOJ-1-0,AAA-常駐業務,8:00
2024/1/17,18,岩手 岩手,部署1,社員,8:00,AAA-HPY-1-0,G常駐業務,8:00
2024/1/17,36,三機 三機,部署1,社員,0:00,未入力,未入力,0:00
2024/1/17,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2024/1/17,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2024/1/17,3,横 横,部署1,社員,8:45,AAA-EXE-1-0,K事業,3:00
2024/1/17,3,横 横,部署1,社員,8:45,DDD-1-0,L作業,1:00
2024/1/17,3,横 横,部署1,社員,8:45,AAA-EXE-1-0,K事業,1:00
2024/1/17,3,横 横,部署1,社員,8:45,AAA-EXE-1-0,K事業,3:45
2024/1/17,27,蓮介 蓮介,部署1,社員,8:00,AAA-EXE-1-0,K事業,0:30
2024/1/17,27,蓮介 蓮介,部署1,社員,8:00,AAA-EXE-1-0,K事業,7:30
2024/1/17,55,夏 夏,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/17,57,田中 田中,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/17,56,四国 四国,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/17,48,冬 冬,部署1,社員,8:30,CCC-FGS-1-0,Y業務,8:30
2024/1/17,50,大分 大分,部署2,社員,8:00,AAA-JOPS-1-0,Y業務,8:00
2024/1/17,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2024/1/17,51,大阪 大阪,部署2,社員,8:00,AAA-IC-6-0,J業務,8:00
2024/1/17,52,丘 丘,部署1,社員,8:30,AAA-MDDDN-1-0,L作業,8:30
2024/1/17,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,7:00
2024/1/17,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,1:00
2024/1/17,54,福井 福井,部署1,社員,9:00,DDD-1-0,L作業,1:00
2024/1/17,54,福井 福井,部署1,社員,9:00,DDD-1-0,L作業,2:00
2024/1/17,54,福井 福井,部署1,社員,9:00,DDD-2-0,Y業務,1:00
2024/1/17,54,福井 福井,部署1,社員,9:00,CCC-CVL-1-0,Y業務,1:00
2024/1/17,54,福井 福井,部署1,社員,9:00,CCC-CVL-1-0,Y業務,1:00
2024/1/17,54,福井 福井,部署1,社員,9:00,CCC-CVL-1-0,Y業務,3:00
2024/1/17,58,空 空,部署1,社員,9:30,AAA-MIX-1-0,L作業,9:30
2024/1/17,68,講師 講師,部署2,社員,8:00,CCC-YC-1-0,L作業,7:00
2024/1/17,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,1:00
2024/1/17,59,九州 九州,部署2,社員,7:30,CCC-BAR-1-0,L作業,7:30
2024/1/17,61,新潟 新潟,部署2,社員,7:47,AAA-DDDAS-1-0,K事業,7:47
2024/1/17,33,河川 河川,部署1,社員,7:45,AAA-EXE-1-0,K事業,3:00
2024/1/17,33,河川 河川,部署1,社員,7:45,AAA-EXE-1-0,K事業,1:30
2024/1/17,33,河川 河川,部署1,社員,7:45,AAA-EXE-1-0,K事業,2:00
2024/1/17,33,河川 河川,部署1,社員,7:45,AAA-EXE-1-0,K事業,1:15
2024/1/17,87,連多 連多,部署1,社員,8:15,CCC-CVL-1-0,Y業務,1:15
2024/1/17,87,連多 連多,部署1,社員,8:15,CCC-CVL-1-0,Y業務,4:00
2024/1/17,87,連多 連多,部署1,社員,8:15,CCC-CVL-1-0,Y業務,2:00
2024/1/17,87,連多 連多,部署1,社員,8:15,CCC-CVL-1-0,Y業務,1:00
2024/1/17,16,福岡 福岡,部署2,契約,8:00,未入力,未入力,0:00
2024/1/17,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2024/1/17,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2024/1/17,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2024/1/17,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2024/1/17,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2024/1/17,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2024/1/17,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2024/1/18,29,星 星,部署9,社員,0:00,未入力,未入力,0:00
2024/1/18,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2024/1/18,21,山形 山形,部署8,社員,9:02,BBB-107,Y業務,0:30
2024/1/18,21,山形 山形,部署8,社員,9:02,BBB-101,Y業務,2:30
2024/1/18,21,山形 山形,部署8,社員,9:02,BBB-104,Y業務,6:00
2024/1/18,13,沖縄 沖縄,部署8,社員,8:18,BBB-106,Y業務,0:30
2024/1/18,13,沖縄 沖縄,部署8,社員,8:18,BBB-106,Y業務,1:00
2024/1/18,13,沖縄 沖縄,部署8,社員,8:18,BBB-104,Y業務,4:00
2024/1/18,13,沖縄 沖縄,部署8,社員,8:18,BBB-105,Y業務,2:30
2024/1/18,37,京都 京都,部署8,社員,7:11,BBB-104,Y業務,1:30
2024/1/18,37,京都 京都,部署8,社員,7:11,BBB-104,Y業務,3:00
2024/1/18,37,京都 京都,部署8,社員,7:11,BBB-105,Y業務,2:00
2024/1/18,37,京都 京都,部署8,社員,7:11,BBB-107,Y業務,0:30
2024/1/18,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,8:00
2024/1/18,10,真方 真方,部署3,社員,8:00,未入力,未入力,0:00
2024/1/18,25,点か 点か,部署1,社員,8:00,DDD-1-0,L作業,0:30
2024/1/18,25,点か 点か,部署1,社員,8:00,DDD-2-0,Y業務,1:30
2024/1/18,25,点か 点か,部署1,社員,8:00,CCC-CVL-1-0,Y業務,6:00
2024/1/18,6,川 川,部署1,社員,7:30,AAA-EXE-1-0,K事業,7:00
2024/1/18,6,川 川,部署1,社員,7:30,DDD-2-0,Y業務,0:30
2024/1/18,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,6:15
2024/1/18,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,2:30
2024/1/18,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,0:30
2024/1/18,12,湘南 湘南,部署2,社員,10:30,AAA-IC-1-0,J業務,1:15
2024/1/18,46,広島 広島,部署2,社員,8:00,DDD-1-0,L作業,8:00
2024/1/18,42,神戸 神戸,部署2,社員,8:00,CCC-CVL-1-1,Y業務,7:30
2024/1/18,42,神戸 神戸,部署2,社員,8:00,CCC-CVL-1-1,Y業務,0:30
2024/1/18,40,今 今,部署2,社員,0:00,未入力,未入力,0:00
2024/1/18,45,動物 動物,部署2,社員,7:30,AAA-IC-6-0,J業務,7:30
2024/1/18,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,1:00
2024/1/18,43,照子 照子,部署1,社員,9:45,AAA-DIDDD-1-0,DDD常駐業務,8:45
2024/1/18,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2024/1/18,32,昔 昔,部署2,社員,0:00,未入力,未入力,0:00
2024/1/18,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,3:30
2024/1/18,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,1:00
2024/1/18,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,1:00
2024/1/18,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,2:00
2024/1/18,47,浜辺 浜辺,部署1,社員,10:04,AAA-DDDEC-2-0,K事業,2:34
2024/1/18,44,王都 王都,部署2,社員,8:45,CCC-DDDRI-1-0,K事業,8:45
2024/1/18,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2024/1/18,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2024/1/18,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,1:00
2024/1/18,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,0:30
2024/1/18,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,6:00
2024/1/18,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,0:30
2024/1/18,23,生徒 生徒,部署2,社員,7:55,AAA-IC-1-0,J業務,7:55
2024/1/18,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2024/1/18,39,途方 途方,部署2,社員,8:00,CCC-ARM-2-0,K事業,0:30
2024/1/18,39,途方 途方,部署2,社員,8:00,CCC-ARM-2-0,K事業,3:30
2024/1/18,39,途方 途方,部署2,社員,8:00,CCC-ASN-6-0,L作業,0:30
2024/1/18,39,途方 途方,部署2,社員,8:00,CCC-ASN-6-0,L作業,3:30
2024/1/18,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,7:55
2024/1/18,28,扇子 扇子,部署2,社員,8:00,CCC-ASN-2-4,L作業,8:00
2024/1/18,1,伊藤 伊藤,部署2,社員,0:00,未入力,未入力,0:00
2024/1/18,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2024/1/18,24,首都 首都,部署2,社員,8:15,AAA-IC-1-0,J業務,8:15
2024/1/18,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,5:00
2024/1/18,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,3:00
2024/1/18,15,千葉 千葉,部署2,契約,4:00,CCC-SNC-15-0,S常駐業務,4:00
2024/1/18,49,海 海,部署2,社員,0:00,未入力,未入力,0:00
2024/1/18,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2024/1/18,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:30
2024/1/18,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,4:00
2024/1/18,17,延期 延期,部署1,社員,8:00,AAA-EXE-1-0,K事業,2:30
2024/1/18,4,尾藤 尾藤,部署1,社員,7:55,AAA-IC-6-0,J業務,7:55
2024/1/18,7,聖来 聖来,部署1,社員,8:00,AAA-BOJ-1-0,AAA-常駐業務,8:00
2024/1/18,18,岩手 岩手,部署1,社員,8:00,AAA-HPY-1-0,G常駐業務,8:00
2024/1/18,36,三機 三機,部署1,社員,0:00,未入力,未入力,0:00
2024/1/18,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2024/1/18,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2024/1/18,3,横 横,部署1,社員,8:00,AAA-EXE-1-0,K事業,6:30
2024/1/18,3,横 横,部署1,社員,8:00,AAA-EXE-1-0,K事業,1:30
2024/1/18,27,蓮介 蓮介,部署1,社員,8:00,AAA-EXE-1-0,K事業,0:30
2024/1/18,27,蓮介 蓮介,部署1,社員,8:00,AAA-EXE-1-0,K事業,7:30
2024/1/18,55,夏 夏,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/18,57,田中 田中,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/18,56,四国 四国,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/18,48,冬 冬,部署1,社員,7:30,CCC-FGS-1-0,Y業務,7:30
2024/1/18,50,大分 大分,部署2,社員,8:00,AAA-JOPS-1-0,Y業務,8:00
2024/1/18,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2024/1/18,51,大阪 大阪,部署2,社員,7:30,AAA-IC-6-0,J業務,7:30
2024/1/18,52,丘 丘,部署1,社員,8:30,AAA-MDDDN-1-0,L作業,8:30
2024/1/18,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,7:00
2024/1/18,53,治 治,部署2,社員,8:00,AAA-EXE-1-0,K事業,1:00
2024/1/18,54,福井 福井,部署1,社員,10:00,DDD-1-0,L作業,3:00
2024/1/18,54,福井 福井,部署1,社員,10:00,CCC-CVL-1-0,Y業務,1:00
2024/1/18,54,福井 福井,部署1,社員,10:00,CCC-CVL-1-0,Y業務,6:00
2024/1/18,58,空 空,部署1,社員,9:00,AAA-MIX-1-0,L作業,9:00
2024/1/18,68,講師 講師,部署2,社員,8:00,CCC-YC-1-0,L作業,7:00
2024/1/18,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,1:00
2024/1/18,59,九州 九州,部署2,社員,7:30,CCC-BAR-1-0,L作業,7:30
2024/1/18,61,新潟 新潟,部署2,社員,7:48,AAA-DDDAS-1-0,K事業,7:48
2024/1/18,33,河川 河川,部署1,社員,7:56,AAA-EXE-1-0,K事業,5:30
2024/1/18,33,河川 河川,部署1,社員,7:56,AAA-EXE-1-0,K事業,1:30
2024/1/18,33,河川 河川,部署1,社員,7:56,AAA-EXE-1-0,K事業,0:56
2024/1/18,87,連多 連多,部署1,社員,8:00,CCC-CVL-1-0,Y業務,2:00
2024/1/18,87,連多 連多,部署1,社員,8:00,CCC-CVL-1-0,Y業務,2:00
2024/1/18,87,連多 連多,部署1,社員,8:00,CCC-CVL-1-0,Y業務,1:00
2024/1/18,87,連多 連多,部署1,社員,8:00,CCC-CVL-1-0,Y業務,3:00
2024/1/18,16,福岡 福岡,部署2,契約,8:00,未入力,未入力,0:00
2024/1/18,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2024/1/18,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2024/1/18,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2024/1/18,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2024/1/18,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2024/1/18,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2024/1/18,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2024/1/19,29,星 星,部署9,社員,0:00,未入力,未入力,0:00
2024/1/19,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2024/1/19,21,山形 山形,部署8,社員,9:22,BBB-107,Y業務,0:30
2024/1/19,21,山形 山形,部署8,社員,9:22,BBB-101,Y業務,1:00
2024/1/19,21,山形 山形,部署8,社員,9:22,BBB-104,Y業務,5:45
2024/1/19,21,山形 山形,部署8,社員,9:22,BBB-102,Y業務,0:30
2024/1/19,21,山形 山形,部署8,社員,9:22,BBB-108,L作業,1:30
2024/1/19,13,沖縄 沖縄,部署8,社員,8:36,BBB-104,Y業務,3:00
2024/1/19,13,沖縄 沖縄,部署8,社員,8:36,BBB-106,Y業務,4:00
2024/1/19,13,沖縄 沖縄,部署8,社員,8:36,BBB-108,L作業,1:30
2024/1/19,37,京都 京都,部署8,社員,8:21,BBB-108,L作業,1:30
2024/1/19,37,京都 京都,部署8,社員,8:21,BBB-102,Y業務,1:00
2024/1/19,37,京都 京都,部署8,社員,8:21,BBB-105,Y業務,5:30
2024/1/19,31,愛媛 愛媛,部署2,社員,8:00,DDD-1-0,L作業,2:30
2024/1/19,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,5:30
2024/1/19,10,真方 真方,部署3,社員,0:00,未入力,未入力,0:00
2024/1/19,25,点か 点か,部署1,社員,8:00,DDD-1-0,L作業,0:30
2024/1/19,25,点か 点か,部署1,社員,8:00,DDD-2-0,Y業務,1:30
2024/1/19,25,点か 点か,部署1,社員,8:00,CCC-CVL-1-0,Y業務,6:00
2024/1/19,6,川 川,部署1,社員,7:30,AAA-EXE-1-0,K事業,7:00
2024/1/19,6,川 川,部署1,社員,7:30,DDD-2-0,Y業務,0:30
2024/1/19,12,湘南 湘南,部署2,社員,9:00,AAA-IC-1-0,J業務,3:00
2024/1/19,12,湘南 湘南,部署2,社員,9:00,AAA-IC-1-0,J業務,2:00
2024/1/19,12,湘南 湘南,部署2,社員,9:00,DDD-1-0,L作業,1:00
2024/1/19,12,湘南 湘南,部署2,社員,9:00,DDD-1-0,L作業,1:30
2024/1/19,12,湘南 湘南,部署2,社員,9:00,CCC-SNC-1-4,S常駐業務,1:00
2024/1/19,12,湘南 湘南,部署2,社員,9:00,DDD-2-0,Y業務,0:30
2024/1/19,46,広島 広島,部署2,社員,8:00,DDD-1-0,L作業,6:30
2024/1/19,46,広島 広島,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,42,神戸 神戸,部署2,社員,8:00,CCC-CVL-1-1,Y業務,6:30
2024/1/19,42,神戸 神戸,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,40,今 今,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,45,動物 動物,部署2,社員,8:00,AAA-IC-6-0,J業務,6:30
2024/1/19,45,動物 動物,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,43,照子 照子,部署1,社員,8:00,AAA-DIDDD-1-0,DDD常駐業務,1:00
2024/1/19,43,照子 照子,部署1,社員,8:00,AAA-DIDDD-1-0,DDD常駐業務,5:30
2024/1/19,43,照子 照子,部署1,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,41,府 府,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,32,昔 昔,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,47,浜辺 浜辺,部署1,社員,8:00,AAA-DDDEC-2-0,K事業,5:00
2024/1/19,47,浜辺 浜辺,部署1,社員,8:00,DDD-1-0,L作業,0:30
2024/1/19,47,浜辺 浜辺,部署1,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,47,浜辺 浜辺,部署1,社員,8:00,AAA-DDDEC-2-0,K事業,1:00
2024/1/19,44,王都 王都,部署2,社員,11:45,CCC-DDDRI-1-0,K事業,11:45
2024/1/19,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2024/1/19,19,山田 山田,部署3,社員,8:00,未入力,未入力,0:00
2024/1/19,20,円筒 円筒,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,20,円筒 円筒,部署2,社員,8:00,CCC-CVL-1-1,Y業務,6:30
2024/1/19,23,生徒 生徒,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2024/1/19,39,途方 途方,部署2,社員,8:00,CCC-ARM-2-0,K事業,0:30
2024/1/19,39,途方 途方,部署2,社員,8:00,CCC-ARM-2-0,K事業,3:30
2024/1/19,39,途方 途方,部署2,社員,8:00,CCC-ASN-6-0,L作業,0:30
2024/1/19,39,途方 途方,部署2,社員,8:00,CCC-ASN-6-0,L作業,2:00
2024/1/19,39,途方 途方,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,35,青森 青森,部署2,社員,7:55,AAA-IC-5-0,K事業,6:30
2024/1/19,35,青森 青森,部署2,社員,7:55,DDD-1-0,L作業,1:25
2024/1/19,28,扇子 扇子,部署2,社員,9:45,DDD-1-0,L作業,1:30
2024/1/19,28,扇子 扇子,部署2,社員,9:45,CCC-ASN-2-4,L作業,7:15
2024/1/19,28,扇子 扇子,部署2,社員,9:45,CCC-SNC-11-2,S常駐業務,1:00
2024/1/19,1,伊藤 伊藤,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2024/1/19,24,首都 首都,部署2,社員,8:00,AAA-IC-1-0,J業務,4:00
2024/1/19,24,首都 首都,部署2,社員,8:00,DDD-1-0,L作業,1:00
2024/1/19,24,首都 首都,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,24,首都 首都,部署2,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,1:00
2024/1/19,14,壮図 壮図,部署2,契約,8:00,CCC-OPS-2-0,K業務,7:00
2024/1/19,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-15-0,S常駐業務,8:00
2024/1/19,49,海 海,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,17,延期 延期,部署1,社員,8:30,AAA-EXE-1-0,K事業,1:00
2024/1/19,17,延期 延期,部署1,社員,8:30,AAA-EXE-1-0,K事業,5:30
2024/1/19,17,延期 延期,部署1,社員,8:30,AAA-EXE-1-0,K事業,2:00
2024/1/19,4,尾藤 尾藤,部署1,社員,7:55,AAA-IC-6-0,J業務,7:55
2024/1/19,7,聖来 聖来,部署1,社員,10:33,AAA-BOJ-1-0,AAA-常駐業務,9:03
2024/1/19,7,聖来 聖来,部署1,社員,10:33,DDD-1-0,L作業,1:30
2024/1/19,18,岩手 岩手,部署1,社員,9:00,AAA-HPY-1-0,G常駐業務,9:00
2024/1/19,36,三機 三機,部署1,社員,0:00,未入力,未入力,0:00
2024/1/19,30,壮太 壮太,部署1,社員,8:00,DDD-1-0,L作業,1:30
2024/1/19,30,壮太 壮太,部署1,社員,8:00,AAA-KSK-1-0,K業務,6:30
2024/1/19,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2024/1/19,3,横 横,部署1,社員,8:15,AAA-EXE-1-0,K事業,2:00
2024/1/19,3,横 横,部署1,社員,8:15,DDD-1-0,L作業,0:30
2024/1/19,3,横 横,部署1,社員,8:15,DDD-1-0,L作業,1:00
2024/1/19,3,横 横,部署1,社員,8:15,DDD-1-0,L作業,1:30
2024/1/19,3,横 横,部署1,社員,8:15,AAA-EXE-1-0,K事業,3:15
2024/1/19,27,蓮介 蓮介,部署1,社員,8:30,AAA-EXE-1-0,K事業,0:30
2024/1/19,27,蓮介 蓮介,部署1,社員,8:30,AAA-EXE-1-0,K事業,8:00
2024/1/19,55,夏 夏,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/19,57,田中 田中,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/19,56,四国 四国,部署6,パートナー,0:00,未入力,未入力,0:00
2024/1/19,48,冬 冬,部署1,社員,8:00,CCC-FGS-1-0,Y業務,8:00
2024/1/19,50,大分 大分,部署2,社員,0:00,未入力,未入力,0:00
2024/1/19,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2024/1/19,51,大阪 大阪,部署2,社員,9:00,AAA-IC-6-0,J業務,6:30
2024/1/19,51,大阪 大阪,部署2,社員,9:00,DDD-1-0,L作業,1:30
2024/1/19,51,大阪 大阪,部署2,社員,9:00,DDD-1-0,L作業,1:00
2024/1/19,52,丘 丘,部署1,社員,9:00,AAA-MDDDN-1-0,L作業,9:00
2024/1/19,53,治 治,部署2,社員,8:30,AAA-EXE-1-0,K事業,7:30
2024/1/19,53,治 治,部署2,社員,8:30,AAA-EXE-1-0,K事業,1:00
2024/1/19,54,福井 福井,部署1,社員,8:00,DDD-1-0,L作業,2:00
2024/1/19,54,福井 福井,部署1,社員,8:00,DDD-3-0,Y業務,1:00
2024/1/19,54,福井 福井,部署1,社員,8:00,DDD-1-0,L作業,1:00
2024/1/19,54,福井 福井,部署1,社員,8:00,CCC-CVL-1-0,Y業務,4:00
2024/1/19,58,空 空,部署1,社員,9:00,AAA-MIX-1-0,L作業,9:00
